image_name,range,label_3h
2022-08-10 03-53-36,120km,2
2021-10-22 08-03-51,120km,3
2021-07-25 01-23-48,120km,0
2023-06-26 02-23-13,120km,2
2022-02-12 04-33-38,120km,2
2023-05-29 23-23-30,120km,0
2022-12-03 18-23-12,120km,0
2022-12-09 20-03-18,120km,2
2021-12-06 20-33-51,120km,0
2021-04-28 02-33-27,120km,3
2021-12-01 21-53-32,120km,0
2022-04-11 19-43-54,120km,2
2021-03-24 03-53-40,120km,3
2021-03-06 15-03-43,120km,2
2021-07-21 21-53-51,120km,2
2021-07-03 11-03-50,120km,1
2023-03-14 09-33-04,120km,0
2022-10-20 05-13-43,120km,1
2023-03-20 16-33-24,120km,0
2022-07-16 00-43-21,120km,2
2022-05-22 20-43-27,120km,0
2021-01-06 13-43-33,120km,0
2022-06-07 00-43-58,120km,0
2022-11-17 18-23-07,120km,0
2023-05-03 14-53-08,120km,0
2022-10-02 09-43-24,120km,2
2022-11-10 17-23-29,120km,0
2021-04-15 12-13-44,120km,2
2022-10-18 08-53-28,120km,1
2022-07-27 00-33-14,120km,0
2023-02-24 10-43-18,120km,0
2023-04-13 08-23-14,120km,3
2021-12-20 16-03-46,120km,0
2021-02-15 16-43-46,120km,0
2022-11-21 02-23-29,120km,2
2020-07-08 06-13-40,120km,3
2021-04-25 12-53-31,120km,0
2022-10-17 11-33-08,120km,1
2021-06-22 11-13-57,120km,2
2021-09-27 17-33-45,120km,3
2022-12-10 16-33-14,120km,0
2021-05-13 18-43-31,120km,1
2023-04-21 20-33-10,120km,2
2023-06-10 08-43-10,120km,2
2022-11-09 01-23-44,120km,0
2023-01-23 04-33-18,120km,2
2022-10-13 03-43-35,120km,0
2022-07-04 07-43-17,120km,2
2022-01-14 11-33-58,120km,0
2022-05-05 01-13-42,120km,0
2023-01-18 13-43-05,120km,0
2023-01-10 11-23-05,120km,2
2023-03-14 10-03-18,120km,0
2023-01-27 17-23-24,120km,0
2023-03-22 20-43-10,120km,0
2023-02-12 16-53-18,120km,0
2023-01-15 18-23-31,120km,0
2020-07-18 08-53-45,120km,2
2023-01-23 10-53-42,120km,0
2022-07-28 13-33-45,120km,2
2023-03-24 10-53-29,120km,0
2021-02-15 02-13-17,120km,0
2022-06-18 16-13-11,120km,3
2021-01-10 06-03-47,120km,0
2021-08-18 15-33-50,120km,1
2022-07-13 14-23-06,120km,3
2021-07-14 23-13-30,120km,0
2022-08-07 05-43-15,120km,1
2022-05-29 04-23-45,120km,3
2022-12-29 07-03-41,120km,0
2023-01-31 20-53-27,120km,0
2022-07-31 23-43-40,120km,2
2021-09-14 00-53-35,120km,2
2023-04-21 04-03-27,120km,3
2021-02-24 09-43-46,120km,0
2022-09-01 10-41-30,120km,0
2023-05-23 10-03-08,120km,0
2023-02-08 23-33-27,120km,0
2021-03-26 21-33-50,120km,0
2022-01-16 21-33-57,120km,0
2022-02-16 08-13-52,120km,0
2023-05-11 22-03-40,120km,1
2022-07-02 13-43-34,120km,3
2021-10-02 06-03-40,120km,1
2020-07-03 04-23-31,120km,2
2023-02-25 17-23-09,120km,0
2020-07-05 19-43-40,120km,2
2021-11-21 03-03-24,120km,0
2022-05-14 16-23-25,120km,3
2023-03-22 13-03-19,120km,0
2022-07-08 16-53-20,120km,2
2021-03-12 06-03-38,120km,0
2021-07-31 15-43-21,120km,0
2021-10-20 14-53-38,120km,2
2021-09-04 06-43-28,120km,3
2021-04-22 22-03-50,120km,0
2023-06-02 13-03-04,120km,2
2022-07-06 03-13-25,120km,1
2021-03-18 01-23-19,120km,0
2021-02-03 15-23-29,120km,0
2023-03-18 20-43-29,120km,2
2021-09-28 21-33-25,120km,0
2021-07-21 01-33-44,120km,1
2022-02-05 21-53-58,120km,0
2023-05-09 01-43-40,120km,3
2022-12-04 13-43-05,120km,0
2023-02-04 21-13-14,120km,2
2021-12-14 19-03-33,120km,0
2023-05-05 12-13-33,120km,0
2021-06-14 07-33-17,120km,1
2020-07-08 07-53-41,120km,2
2021-02-24 03-13-52,120km,0
2021-09-28 22-53-56,120km,0
2021-03-04 07-53-51,120km,0
2021-02-17 18-33-17,120km,0
2021-09-02 03-03-21,120km,1
2021-12-10 14-23-57,120km,0
2022-04-14 05-03-19,120km,2
2023-05-07 00-13-14,120km,0
2022-11-27 23-03-12,120km,0
2023-05-03 22-43-34,120km,0
2021-05-16 21-33-38,120km,1
2021-10-27 05-13-57,120km,2
2022-10-19 08-33-25,120km,2
2023-05-04 13-53-38,120km,0
2021-08-23 14-43-31,120km,0
2021-08-16 11-23-56,120km,1
2022-04-13 19-33-57,120km,3
2021-06-12 11-43-27,120km,2
2021-07-19 11-43-35,120km,1
2022-12-12 07-53-28,120km,0
2021-10-09 05-13-28,120km,1
2022-07-19 15-53-43,120km,0
2022-02-28 20-03-48,120km,0
2021-07-25 11-03-35,120km,0
2021-03-16 09-53-50,120km,2
2023-02-04 14-43-39,120km,0
2022-02-02 00-43-38,120km,0
2022-12-03 19-33-27,120km,0
2023-02-01 15-23-44,120km,0
2023-03-20 06-13-08,120km,0
2021-11-09 22-03-46,120km,0
2022-07-26 21-13-40,120km,0
2020-07-31 11-23-47,120km,0
2022-12-09 12-43-28,120km,2
2023-06-29 02-13-17,120km,1
2023-02-09 21-03-42,120km,2
2023-03-30 19-33-32,120km,0
2021-10-09 07-03-48,120km,3
2023-03-31 20-43-28,120km,0
2021-06-04 01-13-32,120km,0
2021-08-13 08-03-26,120km,1
2021-02-06 02-13-22,120km,0
2023-06-07 10-53-13,120km,0
2023-04-10 04-13-11,120km,0
2020-07-31 12-03-23,120km,2
2022-10-21 08-53-31,120km,1
2021-10-23 07-23-28,120km,4
2022-02-06 03-33-27,120km,0
2022-07-29 07-43-29,120km,4
2022-08-13 14-23-34,120km,0
2020-07-23 17-03-16,120km,2
2021-03-23 22-03-37,120km,0
2020-07-17 18-03-51,120km,3
2021-09-17 06-23-25,120km,4
2023-05-20 23-43-20,120km,1
2023-05-20 10-13-37,120km,2
2021-07-10 19-33-25,120km,0
2023-06-22 18-33-24,120km,2
2021-03-14 21-43-49,120km,0
2022-12-03 15-13-28,120km,2
2021-12-05 08-53-22,120km,0
2022-09-22 04-43-25,120km,1
2021-11-02 06-53-35,120km,0
2022-07-08 07-53-08,120km,3
2023-06-28 17-13-44,120km,0
2022-11-01 02-13-33,120km,3
2021-02-18 16-43-50,120km,0
2023-03-06 15-43-08,120km,0
2022-10-21 21-43-37,120km,2
2022-11-22 02-23-10,120km,1
2021-04-30 23-43-25,120km,2
2021-10-03 03-33-54,120km,2
2022-06-24 05-43-33,120km,4
2022-12-13 23-43-12,120km,0
2023-06-08 01-13-15,120km,2
2022-07-13 15-43-40,120km,3
2022-04-03 16-33-47,120km,2
2021-10-04 16-13-41,120km,2
2021-11-10 13-23-35,120km,0
2020-07-07 16-13-08,120km,0
2023-05-15 05-13-23,120km,1
2021-08-27 20-03-20,120km,2
2021-02-19 05-13-31,120km,0
2021-11-14 02-53-52,120km,2
2021-07-26 19-23-51,120km,0
2021-03-09 13-23-15,120km,2
2021-03-26 06-03-47,120km,0
2022-02-10 04-43-57,120km,2
2021-05-02 08-03-19,120km,0
2023-01-23 02-43-06,120km,0
2021-02-12 00-13-45,120km,0
2021-02-17 11-43-31,120km,0
2022-02-18 19-53-29,120km,0
2022-11-24 15-43-30,120km,2
2023-01-03 14-03-38,120km,0
2023-01-15 13-33-27,120km,0
2022-07-04 13-33-23,120km,2
2021-01-06 05-43-27,120km,0
2022-06-05 11-43-45,120km,0
2021-09-01 02-43-45,120km,2
2021-03-22 21-13-42,120km,0
2022-07-15 03-03-13,120km,1
2022-02-09 01-03-44,120km,0
2022-07-11 09-03-40,120km,1
2022-10-17 23-23-17,120km,0
2021-02-13 07-03-35,120km,0
2023-03-29 02-23-34,120km,0
2021-12-24 09-13-42,120km,3
2022-12-19 12-03-30,120km,0
2021-04-23 19-13-10,120km,0
2023-03-26 09-03-32,120km,2
2021-10-07 16-33-21,120km,0
2022-04-24 21-43-39,120km,0
2021-07-24 12-23-56,120km,2
2021-10-24 15-23-20,120km,2
2021-06-22 17-33-57,120km,0
2022-07-22 20-13-15,120km,0
2021-08-26 16-53-28,120km,2
2021-01-31 19-53-20,120km,0
2021-01-30 16-53-45,120km,0
2021-09-16 01-23-43,120km,0
2022-12-02 01-03-37,120km,2
2022-07-27 23-53-10,120km,2
2021-05-06 23-23-49,120km,1
2021-11-07 13-13-48,120km,0
2023-03-18 00-23-32,120km,0
2021-09-16 18-03-16,120km,3
2021-02-18 08-53-53,120km,0
2022-12-20 16-03-29,120km,0
2022-05-18 23-03-48,120km,2
2022-11-11 20-13-06,120km,2
2020-07-29 15-13-25,120km,0
2022-06-11 21-33-27,120km,0
2022-11-03 02-03-32,120km,1
2023-02-06 01-53-40,120km,0
2022-06-21 23-03-22,120km,0
2023-05-12 06-23-22,120km,1
2022-12-14 23-53-36,120km,0
2021-10-25 04-43-17,120km,2
2021-05-28 14-23-54,120km,0
2021-07-31 13-03-36,120km,2
2023-01-05 10-53-28,120km,2
2021-08-11 10-13-44,120km,1
2022-03-22 09-43-19,120km,0
2022-11-13 12-03-39,120km,0
2022-10-27 07-33-10,120km,0
2021-07-19 03-43-51,120km,3
2021-12-17 14-53-51,120km,0
2022-01-24 19-13-40,120km,0
2023-03-29 09-23-35,120km,0
2022-12-24 06-13-32,120km,0
2022-07-03 03-53-29,120km,1
2021-02-01 23-03-11,120km,0
2021-03-08 08-23-48,120km,0
2021-08-31 06-43-23,120km,4
2022-05-27 10-43-51,120km,0
2021-07-17 21-03-31,120km,0
2022-12-02 11-53-21,120km,2
2022-12-06 06-13-21,120km,1
2022-06-22 11-33-20,120km,0
2022-07-12 12-03-22,120km,2
2022-02-05 07-43-24,120km,2
2022-02-19 22-43-38,120km,0
2021-06-01 11-13-21,120km,0
2023-05-30 05-03-16,120km,1
2023-05-02 17-33-07,120km,0
2022-02-27 01-13-43,120km,0
2022-07-05 04-23-39,120km,1
2023-04-12 14-43-32,120km,0
2023-03-13 07-13-26,120km,2
2022-06-09 14-23-46,120km,3
2021-10-27 20-23-22,120km,0
2021-09-04 18-03-53,120km,2
2023-04-02 13-43-40,120km,0
2021-08-15 17-53-45,120km,0
2023-04-28 07-33-14,120km,4
2021-01-10 17-33-30,120km,0
2021-10-15 23-13-56,120km,0
2021-08-20 13-53-34,120km,2
2023-04-30 01-53-08,120km,0
2021-01-22 11-23-28,120km,3
2021-05-24 07-13-27,120km,1
2022-04-03 22-13-49,120km,0
2021-03-29 02-23-34,120km,0
2022-05-04 18-53-32,120km,0
2020-07-25 01-13-25,120km,0
2022-11-07 20-53-29,120km,0
2021-07-16 14-13-37,120km,2
2023-05-12 02-03-30,120km,1
2022-04-02 19-43-41,120km,0
2021-12-28 19-53-31,120km,0
2021-05-15 09-33-28,120km,0
2022-11-02 21-43-29,120km,1
2022-12-21 12-33-13,120km,0
2021-06-18 00-13-51,120km,0
2023-03-16 00-43-08,120km,0
2023-02-17 17-43-39,120km,2
2022-02-07 23-23-48,120km,0
2021-10-13 21-03-57,120km,0
2021-10-11 18-23-21,120km,2
2022-08-03 09-03-32,120km,2
2021-06-15 01-03-44,120km,3
2021-07-10 20-43-36,120km,0
2021-10-05 15-13-17,120km,2
2023-06-08 21-33-29,120km,2
2022-08-11 00-33-41,120km,4
2023-04-02 09-03-30,120km,0
2023-05-02 12-03-43,120km,2
2022-08-13 00-03-17,120km,0
2022-04-09 06-43-24,120km,2
2022-01-29 14-33-48,120km,0
2023-02-20 23-53-28,120km,0
2022-04-21 10-23-55,120km,0
2021-01-12 07-13-32,120km,0
2022-12-12 10-13-14,120km,0
2021-07-23 16-43-33,120km,3
2021-12-12 09-53-49,120km,0
2022-06-01 21-13-53,120km,2
2022-04-23 18-03-29,120km,0
2022-02-18 08-43-27,120km,2
2021-01-18 06-13-24,120km,0
2022-06-20 10-53-24,120km,2
2021-08-17 04-33-35,120km,2
2022-01-14 21-23-30,120km,0
2021-07-17 18-13-20,120km,2
2023-02-28 17-53-19,120km,0
2023-05-02 01-53-28,120km,0
2022-09-13 04-11-19,120km,3
2022-06-28 22-23-15,120km,0
2022-01-17 15-13-35,120km,0
2020-07-07 14-33-23,120km,0
2022-04-06 02-13-45,120km,0
2022-11-13 10-53-20,120km,0
2023-01-13 20-43-30,120km,0
2023-03-04 06-03-04,120km,0
2022-12-28 02-03-20,120km,0
2021-11-21 00-13-26,120km,0
2022-01-16 04-33-44,120km,0
2023-02-09 14-33-08,120km,2
2021-02-09 08-43-22,120km,0
2021-07-04 05-03-47,120km,4
2021-07-07 08-13-46,120km,0
2022-08-15 17-13-15,120km,0
2023-04-10 02-43-17,120km,0
2021-01-26 01-33-44,120km,0
2022-09-18 03-31-16,120km,4
2022-10-15 17-23-11,120km,0
2021-07-20 12-23-57,120km,0
2020-07-04 15-13-39,120km,0
2022-11-27 08-03-07,120km,3
2021-06-03 03-43-53,120km,3
2021-03-04 04-13-19,120km,0
2021-05-13 09-03-17,120km,2
2022-02-21 07-33-39,120km,3
2021-07-17 19-23-30,120km,2
2021-05-03 17-03-21,120km,0
2023-06-01 21-43-41,120km,2
2023-02-07 11-53-32,120km,2
2021-01-07 11-23-12,120km,0
2022-10-17 11-23-15,120km,3
2023-06-06 20-13-37,120km,4
2022-06-28 03-23-11,120km,2
2022-09-11 20-41-34,120km,0
2021-07-01 06-43-42,120km,3
2021-04-14 00-53-47,120km,2
2021-07-23 19-23-57,120km,2
2023-02-19 06-53-04,120km,1
2023-01-16 14-13-27,120km,0
2021-11-10 00-43-24,120km,0
2021-07-16 14-43-29,120km,2
2023-02-21 12-23-06,120km,0
2023-04-19 08-13-31,120km,2
2023-04-04 14-53-18,120km,0
2021-05-25 02-33-32,120km,0
2023-03-30 06-23-38,120km,1
2022-10-25 06-03-09,120km,1
2023-03-06 14-03-28,120km,0
2021-05-20 19-03-17,120km,2
2022-08-02 22-43-05,120km,2
2023-01-29 07-03-35,120km,0
2022-03-21 03-03-59,120km,2
2021-05-30 22-23-46,120km,0
2022-05-09 15-34-01,120km,0
2021-03-31 21-43-16,120km,0
2020-07-05 05-53-20,120km,4
2023-01-04 18-13-09,120km,0
2021-10-20 14-03-38,120km,3
2021-03-24 16-03-35,120km,2
2022-10-13 11-43-17,120km,0
2021-01-03 09-03-18,120km,0
2022-12-09 19-33-44,120km,2
2023-06-28 03-43-40,120km,3
2022-11-19 19-43-31,120km,3
2023-01-17 15-33-32,120km,0
2021-06-14 04-13-24,120km,4
2022-07-12 01-13-35,120km,3
2021-09-30 21-03-22,120km,0
2021-11-02 14-33-56,120km,0
2021-07-23 07-33-53,120km,2
2021-03-22 02-43-28,120km,0
2022-06-09 01-23-35,120km,0
2021-07-18 01-23-59,120km,1
2021-11-16 19-53-34,120km,0
2021-02-01 13-13-42,120km,0
2021-12-31 23-33-20,120km,0
2022-11-02 13-53-28,120km,2
2023-01-18 22-23-13,120km,0
2021-02-19 08-53-17,120km,0
2023-05-31 07-13-17,120km,1
2022-03-22 04-53-29,120km,3
2021-04-16 07-53-20,120km,1
2022-02-14 10-43-24,120km,0
2022-04-23 08-33-59,120km,3
2022-05-12 17-33-47,120km,0
2022-04-24 04-43-23,120km,3
2021-09-26 13-23-29,120km,2
2021-01-26 11-13-51,120km,0
2022-11-26 08-53-20,120km,2
2022-10-31 01-53-42,120km,0
2021-06-18 07-43-57,120km,3
2021-11-07 16-23-19,120km,0
2022-05-13 08-43-20,120km,2
2023-03-31 03-43-32,120km,0
2022-01-02 03-33-31,120km,0
2023-01-14 08-43-14,120km,0
2022-04-18 19-33-28,120km,0
2021-03-22 02-13-43,120km,0
2023-04-01 07-23-23,120km,2
2022-03-31 12-53-44,120km,3
2022-12-13 15-23-23,120km,0
2021-10-13 16-33-43,120km,2
2022-11-03 23-33-31,120km,2
2021-03-11 04-53-30,120km,0
2022-11-14 15-13-25,120km,0
2021-12-28 10-03-25,120km,3
2023-04-25 01-23-11,120km,0
2022-05-02 11-03-57,120km,2
2023-03-09 20-53-06,120km,2
2023-02-21 07-23-33,120km,0
2023-01-29 23-53-20,120km,0
2021-06-25 17-43-35,120km,0
2021-02-02 10-03-30,120km,0
2022-05-04 14-53-34,120km,2
2021-10-04 08-13-54,120km,3
2021-07-10 14-33-58,120km,2
2023-02-03 19-53-19,120km,0
2023-01-05 22-53-20,120km,2
2021-04-20 21-23-51,120km,1
2021-09-09 02-03-23,120km,1
2023-03-07 03-53-34,120km,0
2022-02-22 19-43-41,120km,0
2022-12-30 02-53-11,120km,0
2022-05-24 20-33-36,120km,0
2022-10-19 12-43-29,120km,1
2023-01-27 17-53-36,120km,0
2023-01-19 21-13-43,120km,2
2022-05-19 07-54-00,120km,2
2021-08-29 14-33-29,120km,2
2022-09-08 16-41-06,120km,0
2023-02-23 01-53-04,120km,0
2023-01-04 10-33-08,120km,0
2023-05-15 09-03-12,120km,1
2023-01-16 19-53-33,120km,0
2021-10-30 09-03-28,120km,3
2023-04-09 09-43-18,120km,2
2021-07-21 19-43-58,120km,1
2022-04-21 06-33-42,120km,3
2022-11-12 04-43-28,120km,4
2023-01-20 15-43-36,120km,0
2022-10-28 20-23-24,120km,2
2021-10-14 04-53-22,120km,2
2021-05-26 04-23-56,120km,2
2021-05-20 06-53-25,120km,1
2022-08-04 08-03-32,120km,4
2022-12-07 12-03-25,120km,0
2022-12-29 10-03-38,120km,0
2020-07-16 09-53-31,120km,0
2022-11-08 03-13-45,120km,0
2023-01-08 18-33-24,120km,0
2022-05-10 16-23-53,120km,0
2021-03-30 05-13-20,120km,0
2021-06-10 20-23-40,120km,0
2021-01-24 23-33-36,120km,0
2022-09-05 00-01-44,120km,0
2022-07-06 11-23-11,120km,2
2023-03-24 22-43-29,120km,0
2022-12-20 10-33-12,120km,0
2021-12-07 10-03-36,120km,0
2021-06-21 01-53-44,120km,3
2021-10-07 07-23-21,120km,1
2021-02-09 21-03-36,120km,0
2021-03-02 09-13-52,120km,3
2023-04-26 18-53-06,120km,0
2022-12-08 20-43-11,120km,0
2022-01-31 15-13-45,120km,0
2022-07-21 23-53-24,120km,0
2022-05-15 18-43-23,120km,2
2023-02-11 02-53-40,120km,0
2022-05-04 21-43-31,120km,0
2021-01-23 12-53-21,120km,0
2021-11-03 11-53-26,120km,2
2020-07-28 21-03-43,120km,0
2021-06-25 15-23-51,120km,3
2022-04-06 23-43-47,120km,2
2022-01-03 11-13-37,120km,2
2021-10-19 10-23-46,120km,3
2022-01-30 12-03-43,120km,0
2023-04-03 05-53-05,120km,4
2021-07-27 10-53-37,120km,0
2021-02-04 05-23-40,120km,0
2021-01-21 13-53-49,120km,0
2023-04-23 19-23-10,120km,0
2022-11-21 17-43-26,120km,3
2023-05-26 02-13-25,120km,4
2021-11-20 07-43-57,120km,3
2023-01-28 22-03-23,120km,0
2022-04-24 12-33-44,120km,2
2022-10-19 22-13-28,120km,1
2022-06-18 18-23-23,120km,0
2023-05-31 09-23-06,120km,2
2022-04-19 22-13-23,120km,0
2021-04-30 19-33-16,120km,2
2023-03-29 10-13-22,120km,0
2023-01-09 08-43-29,120km,1
2021-09-18 13-13-29,120km,1
2021-07-29 00-53-55,120km,2
2023-01-13 01-53-13,120km,0
2023-05-25 11-43-37,120km,2
2021-06-30 21-53-46,120km,0
2023-05-03 09-43-37,120km,0
2021-05-17 19-33-45,120km,3
2022-02-12 13-03-32,120km,0
2022-10-14 01-33-38,120km,0
2021-12-28 10-23-34,120km,3
2022-01-19 11-23-33,120km,0
2021-07-30 09-53-51,120km,2
2020-07-20 06-23-52,120km,4
2022-09-22 22-43-20,120km,0
2022-07-16 00-53-10,120km,2
2021-10-28 13-53-45,120km,0
2022-01-27 12-23-40,120km,0
2021-01-22 04-03-48,120km,3
2023-02-19 08-43-17,120km,1
2023-06-22 04-33-23,120km,2
2021-02-14 06-43-27,120km,0
2021-10-02 15-53-31,120km,0
2023-02-20 21-03-33,120km,0
2023-04-09 15-23-30,120km,2
2022-05-10 19-23-29,120km,0
2023-03-09 00-53-32,120km,0
2022-08-10 05-53-31,120km,1
2021-06-03 04-13-50,120km,2
2021-12-25 18-23-23,120km,2
2022-12-24 06-43-06,120km,0
2023-04-10 01-13-32,120km,0
2023-04-03 23-23-29,120km,0
2023-04-17 22-23-16,120km,0
2022-02-11 17-53-53,120km,0
2021-11-11 20-13-39,120km,0
2022-05-11 16-43-29,120km,3
2021-08-20 17-33-47,120km,0
2022-06-13 20-03-21,120km,2
2023-03-03 17-33-31,120km,0
2023-04-10 06-43-45,120km,2
2022-02-13 14-23-59,120km,0
2021-02-28 02-33-41,120km,0
2023-05-18 20-13-26,120km,0
2022-11-23 16-23-27,120km,3
2021-01-14 13-43-26,120km,0
2021-07-30 03-03-37,120km,3
2022-06-07 10-03-24,120km,3
2023-02-13 09-23-11,120km,0
2021-08-21 15-53-23,120km,0
2022-04-12 08-33-33,120km,0
2021-03-05 15-03-47,120km,0
2021-02-18 12-03-31,120km,0
2021-12-25 12-23-25,120km,2
2022-04-04 18-43-25,120km,0
2023-02-14 07-13-34,120km,1
2023-03-20 09-53-28,120km,0
2022-10-12 11-03-22,120km,1
2021-09-11 18-03-26,120km,0
2023-01-31 19-33-20,120km,0
2023-05-09 20-13-18,120km,2
2021-06-21 20-43-35,120km,0
2023-01-16 18-13-41,120km,0
2022-05-29 07-23-53,120km,0
2021-04-22 03-13-38,120km,4
2021-10-01 14-53-43,120km,3
2022-01-25 01-23-48,120km,0
2021-03-20 18-03-40,120km,2
2022-08-09 10-53-26,120km,2
2023-04-23 22-43-25,120km,0
2023-03-12 13-33-44,120km,0
2022-01-02 02-23-20,120km,0
2021-06-16 22-43-46,120km,0
2021-02-20 14-33-28,120km,2
2021-06-17 02-13-30,120km,0
2022-06-03 06-13-58,120km,2
2022-07-27 19-33-13,120km,2
2022-09-04 12-51-34,120km,3
2022-11-23 11-33-14,120km,2
2022-01-29 03-43-31,120km,0
2021-08-09 19-13-26,120km,2
2021-06-30 12-03-55,120km,2
2021-12-19 18-33-32,120km,0
2022-10-11 11-33-24,120km,3
2022-12-10 01-03-17,120km,0
2023-01-16 13-13-05,120km,0
2022-07-09 00-13-42,120km,0
2023-06-07 04-03-26,120km,3
2021-09-13 09-03-26,120km,2
2022-05-10 17-43-39,120km,2
2022-09-25 19-23-39,120km,0
2022-08-13 14-33-23,120km,0
2022-10-14 21-23-33,120km,0
2021-03-24 04-23-38,120km,3
2021-07-05 00-43-42,120km,1
2023-01-30 05-53-22,120km,0
2023-03-21 16-03-05,120km,0
2022-02-02 01-43-22,120km,0
2022-02-04 05-13-23,120km,0
2022-04-08 09-14-01,120km,0
2022-09-06 12-31-15,120km,0
2022-12-29 03-33-43,120km,0
2023-05-05 17-43-21,120km,3
2021-06-20 17-03-39,120km,0
2023-01-31 22-53-29,120km,0
2022-12-26 03-53-24,120km,0
2022-07-28 12-03-12,120km,2
2021-05-02 11-23-31,120km,0
2022-05-22 15-13-36,120km,0
2021-05-03 08-03-44,120km,0
2021-06-13 21-33-47,120km,0
2022-04-30 23-53-20,120km,3
2022-02-07 07-53-50,120km,0
2022-10-17 20-33-21,120km,0
2020-07-02 00-33-11,120km,0
2021-03-21 17-33-30,120km,2
2023-03-20 04-33-29,120km,0
2023-02-05 02-53-18,120km,0
2022-10-30 19-13-18,120km,3
2021-12-25 09-13-48,120km,3
2022-04-14 21-53-42,120km,0
2021-10-03 14-13-19,120km,0
2023-06-28 16-33-45,120km,0
2022-05-03 19-53-47,120km,0
2023-02-10 15-23-24,120km,2
2022-12-28 20-53-20,120km,0
2023-04-03 11-43-41,120km,0
2022-04-25 07-03-34,120km,3
2021-09-17 03-33-20,120km,3
2023-02-15 10-23-28,120km,1
2021-12-08 09-03-53,120km,0
2023-03-28 23-03-39,120km,0
2022-02-07 00-03-26,120km,0
2022-01-25 16-53-23,120km,0
2021-08-22 01-23-41,120km,0
2022-12-07 13-23-35,120km,2
2023-02-28 11-13-32,120km,0
2021-02-04 19-23-32,120km,0
2021-04-24 19-53-17,120km,0
2021-06-26 20-43-32,120km,0
2022-06-02 16-53-33,120km,0
2021-01-18 03-03-37,120km,0
2021-03-31 15-03-48,120km,2
2023-05-03 14-33-30,120km,2
2023-01-22 15-33-16,120km,2
2021-07-13 03-13-49,120km,2
2022-10-05 09-33-10,120km,3
2021-04-15 08-43-32,120km,1
2023-06-08 05-13-23,120km,3
2022-10-06 08-53-23,120km,2
2023-06-12 06-23-37,120km,1
2020-07-29 08-53-39,120km,1
2022-07-02 21-53-35,120km,1
2022-12-09 12-23-09,120km,2
2022-10-30 08-13-13,120km,2
2023-06-24 21-33-19,120km,0
2022-06-25 11-23-06,120km,3
2023-04-02 08-43-07,120km,2
2023-05-16 23-23-12,120km,0
2023-04-23 03-23-11,120km,0
2022-10-23 15-03-43,120km,0
2023-06-19 06-33-31,120km,2
2023-02-15 09-33-32,120km,1
2021-10-08 09-23-39,120km,3
2022-10-21 06-13-21,120km,1
2022-12-23 02-23-12,120km,0
2022-04-23 01-43-26,120km,0
2022-09-13 05-31-49,120km,1
2021-11-26 10-13-45,120km,0
2023-03-11 06-23-42,120km,0
2021-05-07 16-03-42,120km,0
2021-10-06 11-43-26,120km,2
2023-03-14 18-03-39,120km,0
2022-06-19 14-03-07,120km,0
2023-06-20 05-23-39,120km,3
2021-10-08 11-43-46,120km,3
2021-03-30 01-53-34,120km,0
2021-02-28 06-33-42,120km,3
2021-05-01 02-23-28,120km,2
2023-06-22 02-53-39,120km,2
2023-03-28 14-03-40,120km,0
2021-11-29 01-24-00,120km,0
2022-12-21 01-43-43,120km,0
2021-05-22 14-43-21,120km,0
2021-02-03 05-23-36,120km,0
2023-02-21 15-23-33,120km,0
2021-03-24 14-13-27,120km,2
2023-04-26 10-53-42,120km,0
2021-09-03 07-03-49,120km,1
2023-02-22 22-53-13,120km,0
2023-03-01 00-13-39,120km,0
2023-02-24 15-43-40,120km,0
2023-05-08 08-33-41,120km,1
2022-08-08 15-23-33,120km,2
2022-12-15 07-13-45,120km,2
2023-02-10 14-23-41,120km,2
2023-05-13 15-53-41,120km,2
2021-07-14 02-13-36,120km,2
2023-04-22 01-43-32,120km,0
2021-05-14 15-13-17,120km,2
2023-03-01 15-33-22,120km,0
2023-04-13 09-13-37,120km,0
2022-05-19 04-03-53,120km,3
2023-04-18 16-33-13,120km,0
2023-06-29 12-13-36,120km,1
2021-08-13 17-43-31,120km,0
2021-01-10 23-23-47,120km,0
2022-03-31 23-43-35,120km,2
2022-01-24 06-23-53,120km,0
2021-09-19 19-23-45,120km,0
2022-05-05 16-03-51,120km,2
2022-09-18 00-01-11,120km,2
2022-02-22 08-03-55,120km,3
2023-04-25 11-23-38,120km,0
2021-10-12 19-53-19,120km,2
2023-04-20 00-03-18,120km,0
2022-05-03 10-33-45,120km,2
2022-07-19 23-13-41,120km,4
2021-11-07 02-13-41,120km,0
2022-07-18 12-23-25,120km,1
2020-07-04 21-33-10,120km,0
2022-05-03 16-03-26,120km,2
2021-03-31 19-43-38,120km,0
2021-04-24 03-13-23,120km,0
2023-05-07 04-43-16,120km,2
2021-05-19 16-53-55,120km,0
2022-11-04 16-53-08,120km,2
2023-03-18 12-23-08,120km,2
2022-04-20 18-23-46,120km,0
2022-01-18 23-13-46,120km,0
2021-12-08 05-23-59,120km,0
2022-12-12 17-13-06,120km,0
2021-10-09 04-43-38,120km,1
2021-07-25 18-43-30,120km,3
2023-03-02 15-53-17,120km,0
2021-03-28 17-43-42,120km,2
2023-04-10 04-53-09,120km,0
2022-04-28 01-23-48,120km,0
2023-06-22 21-33-18,120km,0
2022-10-01 15-23-12,120km,3
2021-10-24 04-43-33,120km,4
2022-06-24 20-13-31,120km,0
2023-03-24 02-33-14,120km,0
